i,j,x,y
140,9,975,574
140,10,1254,711
140,11,1215,549
140,12,1158,559
140,13,1137,609
140,14,1333,711
140,15,1290,561
140,16,1229,616
140,17,1220,684
140,18,1419,740
140,19,1374,638
140,20,1318,690
140,21,1308,761
141,1,1462,1018
141,2,1324,1002
141,3,1193,905
141,4,1101,819
141,5,1013,775
141,6,1203,727
141,7,1122,643
141,8,1055,592
141,9,1004,560
141,10,1276,685
141,11,1245,537
141,12,1192,527
141,13,1171,571
141,14,1359,680
141,15,1341,532
141,16,1280,562
141,17,1266,628
141,18,1450,704
141,19,1427,589
141,20,1368,606
141,21,1347,663
142,1,1490,1012
142,2,1348,988
142,3,1220,889
142,4,1131,797
142,5,1041,757
142,6,1241,716
142,7,1158,636
142,8,1089,587
142,9,1035,556
142,10,1313,671
142,11,1277,525
142,12,1224,515
142,13,1200,563
142,14,1395,662
142,15,1384,523
142,16,1324,532
142,17,1299,589
142,18,1487,682
142,19,1486,565
142,20,1428,562
142,21,1392,612
143,1,1522,995
143,2,1380,975
143,3,1243,881
143,4,1146,795
143,5,1053,756
143,6,1269,708
143,7,1184,640
143,8,1122,595
143,9,1065,561
143,10,1339,655
143,11,1305,509
143,12,1260,478
143,13,1229,509
143,14,1420,640
143,15,1405,512
143,16,1361,500
143,17,1331,544
143,18,1510,656
143,19,1526,537
143,20,1487,526
143,21,1449,571
144,1,1526,976
144,2,1386,971
144,3,1258,877
144,4,1170,790
144,5,1077,744
144,6,1288,690
144,7,1209,628
144,8,1149,593
144,9,1102,591
144,10,1357,630
144,11,1324,484
144,12,1270,442
144,13,1238,482
144,14,1440,618
144,15,1427,466
144,16,1391,432
144,17,1362,474
144,18,1529,635
144,19,1557,509
144,20,1530,480
144,21,1494,519
145,1,1544,976
145,2,1398,963
145,3,1270,854
145,4,1185,763
145,5,1094,719
145,6,1309,665
145,7,1230,593
145,8,1170,584
145,9,1123,612
145,10,1376,606
145,11,1332,477
145,12,1275,417
145,13,1226,426
145,14,1459,595
145,15,1437,455
145,16,1393,398
145,17,1338,391
145,18,1549,617
145,19,1585,508
145,20,1567,448
145,21,1521,418
146,1,1571,960
146,2,1416,947
146,3,1288,839
146,4,1208,741
146,5,1120,692
146,6,1324,649
146,7,1249,563
146,8,1195,579
146,9,1149,619
146,10,1392,590
146,11,1336,463
146,12,1277,404
146,13,1217,368
146,14,1474,578
146,15,1442,448
146,16,1391,385
146,17,1332,335
146,18,1563,598
146,19,1586,492
146,20,1579,420
146,21,1555,352
147,1,1573,953
147,2,1421,932
147,3,1304,833
147,4,1226,741
147,5,1140,684
147,6,1331,629
147,7,1252,532
147,8,1196,564
147,9,1153,618
147,10,1394,577
147,11,1338,443
147,12,1271,396
147,13,1205,378
147,14,1470,567
147,15,1430,428
147,16,1370,361
147,17,1308,314
147,18,1551,585
147,19,1565,465
147,20,1551,384
147,21,1525,312
148,1,1578,955
148,2,1428,936
148,3,1323,840
148,4,1257,743
148,5,1173,669
148,6,1353,606
148,7,1290,492
148,8,1232,524
148,9,1189,580
148,10,1407,574
148,11,1377,417
148,12,1315,367
148,13,1257,347
148,14,1464,579
148,15,1438,424
148,16,1381,356
148,17,1324,313
148,18,1524,610
148,19,1512,485
148,20,1481,405
148,21,1445,335
149,1,1557,931
149,2,1411,883
149,3,1319,787
149,4,1255,713
149,5,1192,640
149,6,1355,575
149,7,1284,471
149,8,1217,537
149,9,1194,627
149,10,1415,547
149,11,1399,368
149,12,1313,356
149,13,1252,392
149,14,1471,558
149,15,1464,367
149,16,1372,336
149,17,1300,352
149,18,1512,601
149,19,1468,497
149,20,1393,460
149,21,1325,444
150,1,1656,871
150,2,1501,804
150,3,1419,710
150,4,1343,663
150,5,1264,614
150,6,1519,528
150,7,1496,378
150,8,1406,336
150,9,1343,349
150,10,1548,526
150,11,1534,330
150,12,1434,296
150,13,1362,316
150,14,1553,558
150,15,1466,397
150,16,1342,374
150,17,1252,389
150,18,1526,615
150,19,1400,560
150,20,1303,555
150,21,1230,559
151,1,1675,815
151,2,1513,742
151,3,1431,654
151,4,1364,611
151,5,1308,572
151,6,1543,511
151,7,1528,361
151,8,1453,321
151,9,1403,326
151,10,1562,508
151,11,1548,309
151,12,1449,280
151,13,1384,307
151,14,1555,540
151,15,1434,413
151,16,1302,403
151,17,1217,424
151,18,1521,597
151,19,1369,568
151,20,1264,573
151,21,1199,584
152,1,1695,786
152,2,1646,673
152,3,1591,583
152,4,1513,529
152,5,1451,497
152,6,1614,498
152,7,1560,320
152,8,1462,285
152,9,1401,304
152,10,1606,498
152,11,1550,293
152,12,1442,250
152,13,1373,272
152,14,1569,539
152,15,1416,415
152,16,1297,421
152,17,1228,451
152,18,1516,602
152,19,1352,590
152,20,1270,622
152,21,1225,658
153,1,1711,762
153,2,1679,629
153,3,1609,548
153,4,1509,517
153,5,1432,515
153,6,1626,477
153,7,1566,301
153,8,1472,256
153,9,1410,267
153,10,1611,483
153,11,1552,275
153,12,1437,234
153,13,1364,258
153,14,1570,528
153,15,1399,411
153,16,1309,451
153,17,1278,497
153,18,1530,591
153,19,1354,596
153,20,1299,639
153,21,1290,674
154,1,1727,757
154,2,1708,612
154,3,1634,528
154,4,1534,496
154,5,1456,502
154,6,1652,456
154,7,1568,287
154,8,1465,237
154,9,1393,242
154,10,1626,469
154,11,1550,269
154,12,1428,231
154,13,1353,254
154,14,1579,519
154,15,1401,427
154,16,1319,479
154,17,1297,531
154,18,1537,586
154,19,1366,609
154,20,1319,654
154,21,1319,683
155,1,1726,765
155,2,1726,610
155,3,1662,513
155,4,1572,462
155,5,1505,448
155,6,1658,445
155,7,1573,267
155,8,1470,206
155,9,1404,205
155,10,1627,466
155,11,1537,268
155,12,1416,222
155,13,1353,243
155,14,1574,517
155,15,1395,429
155,16,1319,468
155,17,1312,505
155,18,1528,586
155,19,1366,589
155,20,1343,626
155,21,1370,647
156,1,1721,776
156,2,1723,611
156,3,1665,499
156,4,1577,442
156,5,1513,425
156,6,1661,437
156,7,1584,267
156,8,1498,185
156,9,1435,160
156,10,1620,478
156,11,1534,286
156,12,1422,230
156,13,1358,247
156,14,1553,538
156,15,1396,422
156,16,1333,439
156,17,1328,469
156,18,1492,604
156,19,1355,558
156,20,1343,578
156,21,1373,600
157,1,1730,777
157,2,1731,610
157,3,1664,501
157,4,1565,464
157,5,1491,466
157,6,1665,441
157,7,1566,275
157,8,1485,180
157,9,1425,138
157,10,1607,483
157,11,1524,284
157,12,1420,221
157,13,1356,229
157,14,1529,543
157,15,1382,426
157,16,1342,447
157,17,1353,479
157,18,1462,613
157,19,1352,546
157,20,1362,567
157,21,1406,593
158,1,1738,780
158,2,1738,606
158,3,1664,489
158,4,1552,458
158,5,1468,470
158,6,1650,439
158,7,1536,282
158,8,1456,187
158,9,1389,132
158,10,1588,493
158,11,1500,298
158,12,1402,218
158,13,1331,200
158,14,1514,564
158,15,1353,436
158,16,1337,455
158,17,1361,491
158,18,1454,639
158,19,1344,549
158,20,1365,560
158,21,1410,581
159,1,1731,785
159,2,1743,615
159,3,1677,492
159,4,1568,437
159,5,1483,427
159,6,1629,451
159,7,1502,298
159,8,1423,205
159,9,1354,146
159,10,1555,509
159,11,1463,317
159,12,1379,225
159,13,1311,192
159,14,1485,584
159,15,1338,443
159,16,1311,434
159,17,1317,461
159,18,1437,661
159,19,1342,552
159,20,1358,544
159,21,1394,557
160,1,1742,782
160,2,1757,611
160,3,1697,495
160,4,1591,440
160,5,1505,424
160,6,1629,448
160,7,1499,307
160,8,1418,225
160,9,1346,168
160,10,1552,503
160,11,1443,328
160,12,1363,237
160,13,1300,187
160,14,1483,575
160,15,1353,449
160,16,1287,403
160,17,1250,388
160,18,1438,655
160,19,1363,566
160,20,1378,551
160,21,1407,551
161,1,1742,786
161,2,1770,631
161,3,1720,506
161,4,1627,407
161,5,1572,331
161,6,1616,461
161,7,1481,317
161,8,1398,241
161,9,1325,184
161,10,1533,517
161,11,1423,337
161,12,1347,242
161,13,1283,184
161,14,1470,586
161,15,1343,462
161,16,1268,395
161,17,1217,363
161,18,1434,667
161,19,1359,565
161,20,1356,529
161,21,1364,513
162,1,1748,787
162,2,1781,637
162,3,1736,506
162,4,1644,405
162,5,1591,330
162,6,1612,471
162,7,1471,332
162,8,1379,258
162,9,1299,202
162,10,1529,525
162,11,1411,343
162,12,1342,241
162,13,1284,171
162,14,1469,588
162,15,1334,448
162,16,1258,363
162,17,1206,308
162,18,1436,661
162,19,1336,548
162,20,1290,481
162,21,1261,427
163,1,1759,786
163,2,1782,631
163,3,1734,499
163,4,1644,400
163,5,1595,323
163,6,1603,469
163,7,1458,328
163,8,1369,244
163,9,1296,176
163,10,1521,530
163,11,1378,374
163,12,1300,281
163,13,1240,212
163,14,1465,597
163,15,1331,473
163,16,1271,388
163,17,1239,330
163,18,1434,668
163,19,1334,562
163,20,1299,497
163,21,1284,443
164,1,1751,781
164,2,1774,619
164,3,1723,490
164,4,1640,395
164,5,1605,319
164,6,1594,462
164,7,1467,310
164,8,1394,217
164,9,1337,142
164,10,1523,527
164,11,1374,371
164,12,1296,282
164,13,1232,214
164,14,1476,596
164,15,1342,456
164,16,1280,355
164,17,1243,280
164,18,1451,669
164,19,1350,552
164,20,1309,477
164,21,1283,406
165,1,1749,772
165,2,1768,613
165,3,1716,485
165,4,1638,396
165,5,1604,320
165,6,1592,460
165,7,1476,304
165,8,1411,205
165,9,1356,125
165,10,1526,519
165,11,1390,358
165,12,1320,269
165,13,1262,203
165,14,1479,581
165,15,1353,439
165,16,1301,348
165,17,1275,286
165,18,1447,650
165,19,1347,533
165,20,1303,456
165,21,1277,382
166,1,1766,778
166,2,1768,617
166,3,1702,496
166,4,1629,409
166,5,1595,336
166,6,1606,467
166,7,1492,311
166,8,1428,202
166,9,1378,116
166,10,1550,525
166,11,1413,360
166,12,1345,268
166,13,1286,202
166,14,1502,589
166,15,1371,449
166,16,1329,389
166,17,1315,362
166,18,1469,660
166,19,1363,545
166,20,1311,470
166,21,1275,408
167,1,1778,782
167,2,1759,617
167,3,1686,503
167,4,1615,424
167,5,1591,350
167,6,1633,473
167,7,1505,329
167,8,1423,245
167,9,1366,175
167,10,1588,514
167,11,1480,325
167,12,1417,208
167,13,1373,106
167,14,1543,579
167,15,1432,417
167,16,1364,302
167,17,1322,204
167,18,1497,662
167,19,1385,566
167,20,1327,498
167,21,1276,436
168,1,1771,760
168,2,1741,608
168,3,1665,498
168,4,1593,432
168,5,1573,358
168,6,1602,458
168,7,1488,326
168,8,1420,241
168,9,1373,171
168,10,1566,494
168,11,1459,323
168,12,1408,209
168,13,1371,107
168,14,1530,559
168,15,1412,414
168,16,1353,309
168,17,1315,213
168,18,1495,648
168,19,1390,575
168,20,1333,518
168,21,1285,462
169,1,1789,774
169,2,1727,638
169,3,1647,539
169,4,1579,481
169,5,1557,405
169,6,1597,479
169,7,1491,343
169,8,1435,239
169,9,1402,151
169,10,1583,506
169,11,1466,337
169,12,1417,219
169,13,1381,113
169,14,1560,562
169,15,1433,418
169,16,1370,318
169,17,1331,225
169,18,1525,644
169,19,1429,576
169,20,1374,516
169,21,1330,456
170,1,1780,785
170,2,1691,681
170,3,1599,589
170,4,1532,536
170,5,1487,491
170,6,1587,485
170,7,1495,332
170,8,1449,220
170,9,1427,126
170,10,1594,495
170,11,1480,329
170,12,1435,210
170,13,1405,106
170,14,1586,539
170,15,1457,389
170,16,1393,287
170,17,1348,191
170,18,1564,608
170,19,1480,536
170,20,1427,482
170,21,1381,423
171,1,1734,785
171,2,1572,733
171,3,1470,631
171,4,1405,561
171,5,1348,509
171,6,1507,494
171,7,1402,385
171,8,1344,310
171,9,1299,243
171,10,1546,485
171,11,1460,321
171,12,1421,213
171,13,1392,116
171,14,1577,516
171,15,1480,364
171,16,1424,264
171,17,1379,174
171,18,1589,579
171,19,1522,495
171,20,1469,440
171,21,1419,385
172,1,1735,817
172,2,1614,817
172,3,1488,762
172,4,1409,748
172,5,1338,741
172,6,1461,523
172,7,1348,425
172,8,1279,364
172,9,1221,307
172,10,1516,497
172,11,1453,329
172,12,1417,228
172,13,1383,137
172,14,1579,516
172,15,1505,350
172,16,1451,256
172,17,1399,168
172,18,1645,567
172,19,1583,469
172,20,1527,412
172,21,1467,357
173,1,1735,833
173,2,1600,831
173,3,1468,765
173,4,1403,704
173,5,1375,633
173,6,1446,528
173,7,1328,440
173,8,1255,383
173,9,1194,326
173,10,1512,486
173,11,1446,327
173,12,1407,233
173,13,1371,150
173,14,1587,494
173,15,1519,347
173,16,1453,261
173,17,1388,186
173,18,1667,534
173,19,1619,436
173,20,1553,400
173,21,1481,379
174,1,1726,852
174,2,1576,837
174,3,1444,737
174,4,1381,631
174,5,1324,533
174,6,1433,538
174,7,1321,448
174,8,1248,387
174,9,1188,326
174,10,1505,491
174,11,1438,340
174,12,1391,247
174,13,1347,170
174,14,1581,493
174,15,1525,346
174,16,1447,278
174,17,1369,229
174,18,1664,524
174,19,1626,420
174,20,1559,407
174,21,1485,419
175,1,1719,861
175,2,1563,837
175,3,1434,736
175,4,1375,622
175,5,1328,515
175,6,1423,538
175,7,1314,454
175,8,1240,397
175,9,1175,341
175,10,1500,487
175,11,1435,339
175,12,1377,256
175,13,1320,197
175,14,1580,482
175,15,1535,339
175,16,1456,291
175,17,1379,273
175,18,1668,504
175,19,1635,390
175,20,1575,383
175,21,1511,413
176,1,1728,859
176,2,1567,841
176,3,1429,743
176,4,1367,617
176,5,1330,509
176,6,1411,554
176,7,1300,458
176,8,1231,402
176,9,1167,347
176,10,1485,498
176,11,1398,366
176,12,1335,295
176,13,1277,249
176,14,1569,483
176,15,1514,352
176,16,1448,302
176,17,1383,288
176,18,1667,488
176,19,1634,376
176,20,1589,377
176,21,1543,419
177,1,1728,859
177,2,1567,841
177,3,1429,743
177,4,1367,617
177,5,1330,509
177,6,1411,554
177,7,1300,458
177,8,1231,402
177,9,1167,347
177,10,1485,498
177,11,1398,366
177,12,1335,295
177,13,1277,249
177,14,1569,483
177,15,1514,352
177,16,1448,302
177,17,1383,288
177,18,1667,488
177,19,1634,376
177,20,1589,377
177,21,1543,419
178,1,1731,864
178,2,1563,840
178,3,1427,747
178,4,1362,626
178,5,1320,521
178,6,1403,560
178,7,1300,464
178,8,1235,407
178,9,1174,355
178,10,1477,504
178,11,1396,382
178,12,1339,324
178,13,1286,297
178,14,1563,485
178,15,1507,358
178,16,1450,318
178,17,1390,319
178,18,1663,486
178,19,1638,382
178,20,1592,369
178,21,1539,396
179,1,1731,864
179,2,1563,840
179,3,1427,747
179,4,1362,626
179,5,1320,521
179,6,1403,560
179,7,1300,464
179,8,1235,407
179,9,1174,355
179,10,1477,504
179,11,1396,382
179,12,1339,324
179,13,1286,297
179,14,1563,485
179,15,1507,358
179,16,1450,318
179,17,1390,319
179,18,1663,486
179,19,1638,382
179,20,1592,369
179,21,1539,396
180,1,1725,871
180,2,1555,847
180,3,1414,750
180,4,1341,636
180,5,1304,538
180,6,1406,561
180,7,1310,460
180,8,1245,393
180,9,1187,339
180,10,1480,510
180,11,1408,377
180,12,1371,337
180,13,1352,352
180,14,1564,491
180,15,1515,360
180,16,1471,326
180,17,1438,354
180,18,1663,493
180,19,1637,379
180,20,1595,351
180,21,1553,376
181,1,1714,873
181,2,1550,855
181,3,1406,755
181,4,1313,650
181,5,1215,585
181,6,1406,557
181,7,1327,435
181,8,1275,434
181,9,1248,484
181,10,1480,510
181,11,1409,365
181,12,1382,357
181,13,1389,424
181,14,1569,494
181,15,1516,354
181,16,1495,342
181,17,1492,402
181,18,1671,497
181,19,1667,367
181,20,1643,338
181,21,1618,374
182,1,1704,879
182,2,1545,859
182,3,1401,764
182,4,1299,673
182,5,1202,612
182,6,1412,557
182,7,1338,428
182,8,1295,448
182,9,1284,521
182,10,1485,511
182,11,1423,358
182,12,1392,361
182,13,1402,439
182,14,1575,495
182,15,1530,357
182,16,1501,345
182,17,1495,405
182,18,1676,498
182,19,1680,371
182,20,1652,336
182,21,1625,366
183,1,1703,884
183,2,1543,855
183,3,1401,759
183,4,1296,671
183,5,1205,610
183,6,1423,560
183,7,1346,450
183,8,1314,478
183,9,1316,553
183,10,1493,508
183,11,1442,358
183,12,1405,342
183,13,1406,406
183,14,1578,491
183,15,1546,355
183,16,1508,328
183,17,1488,376
183,18,1676,498
183,19,1692,375
183,20,1656,329
183,21,1617,342
184,1,1700,891
184,2,1546,852
184,3,1406,749
184,4,1311,660
184,5,1220,598
184,6,1435,561
184,7,1356,474
184,8,1321,505
184,9,1313,565
184,10,1497,504
184,11,1452,374
184,12,1402,348
184,13,1381,387
184,14,1575,485
184,15,1563,348
184,16,1506,323
184,17,1459,361
184,18,1664,492
184,19,1686,369
184,20,1642,326
184,21,1584,334
185,1,1682,884
185,2,1535,840
185,3,1409,735
185,4,1325,645
185,5,1244,578
185,6,1435,553
185,7,1362,475
185,8,1326,521
185,9,1314,589
185,10,1495,500
185,11,1462,360
185,12,1405,347
185,13,1369,392
185,14,1565,486
185,15,1553,347
185,16,1483,329
185,17,1424,356
185,18,1641,507
185,19,1659,380
185,20,1612,319
185,21,1550,294
186,1,1673,882
186,2,1532,830
186,3,1416,722
186,4,1338,635
186,5,1267,556
186,6,1452,538
186,7,1383,457
186,8,1337,500
186,9,1317,569
186,10,1504,501
186,11,1484,350
186,12,1414,335
186,13,1361,378
186,14,1562,502
186,15,1560,350
186,16,1492,309
186,17,1432,318
186,18,1622,536
186,19,1630,417
186,20,1582,356
186,21,1525,326
187,1,1680,873
187,2,1530,809
187,3,1430,707
187,4,1362,632
187,5,1294,556
187,6,1486,543
187,7,1417,447
187,8,1342,476
187,9,1308,530
187,10,1529,519
187,11,1502,342
187,12,1405,335
187,13,1343,371
187,14,1566,524
187,15,1548,351
187,16,1444,329
187,17,1373,350
187,18,1589,552
187,19,1547,434
187,20,1470,390
187,21,1404,377
188,1,1683,838
188,2,1533,782
188,3,1435,682
188,4,1366,614
188,5,1303,543
188,6,1503,513
188,7,1426,396
188,8,1325,400
188,9,1269,432
188,10,1544,495
188,11,1482,317
188,12,1370,328
188,13,1306,375
188,14,1573,508
188,15,1506,327
188,16,1391,327
188,17,1322,362
188,18,1577,551
188,19,1478,456
188,20,1385,430
188,21,1316,418
189,1,1706,831
189,2,1540,771
189,3,1444,674
189,4,1372,611
189,5,1305,553
189,6,1567,482
189,7,1524,335
189,8,1424,314
189,9,1353,334
189,10,1593,481
189,11,1492,313
189,12,1367,322
189,13,1297,368
189,14,1593,508
189,15,1470,369
189,16,1346,373
189,17,1270,407
189,18,1566,557
189,19,1438,477
189,20,1338,465
189,21,1269,468
190,1,1709,823
190,2,1538,762
190,3,1448,677
190,4,1375,616
190,5,1310,559
190,6,1570,488
190,7,1510,343
190,8,1413,328
190,9,1349,352
190,10,1594,487
190,11,1480,322
190,12,1358,342
190,13,1294,390
190,14,1597,513
190,15,1459,384
190,16,1335,405
190,17,1264,447
190,18,1570,562
190,19,1430,496
190,20,1331,505
190,21,1267,525
191,1,1716,814
191,2,1533,750
191,3,1456,664
191,4,1391,603
191,5,1336,551
191,6,1570,486
191,7,1500,347
191,8,1400,347
191,9,1350,387
191,10,1589,483
191,11,1494,307
191,12,1385,326
191,13,1334,377
191,14,1587,511
191,15,1438,393
191,16,1333,443
191,17,1287,503
191,18,1559,564
191,19,1403,513
191,20,1319,548
191,21,1281,587
192,1,1730,801
192,2,1546,747
192,3,1473,662
192,4,1413,606
192,5,1368,566
192,6,1580,485
192,7,1497,356
192,8,1402,361
192,9,1360,409
192,10,1595,473
192,11,1474,313
192,12,1371,341
192,13,1335,413
192,14,1585,499
192,15,1399,431
192,16,1322,509
192,17,1310,584
192,18,1552,551
192,19,1381,559
192,20,1326,622
192,21,1319,677
193,1,1745,801
193,2,1572,748
193,3,1495,658
193,4,1442,602
193,5,1405,561
193,6,1599,480
193,7,1500,346
193,8,1407,376
193,9,1382,434
193,10,1602,468
193,11,1450,326
193,12,1359,387
193,13,1350,458
193,14,1583,496
193,15,1382,458
193,16,1340,555
193,17,1367,615
193,18,1548,556
193,19,1384,593
193,20,1371,665
193,21,1411,702
194,1,1752,800
194,2,1620,722
194,3,1542,629
194,4,1478,570
194,5,1423,540
194,6,1608,471
194,7,1470,356
194,8,1385,402
194,9,1366,456
194,10,1600,463
194,11,1428,342
194,12,1352,415
194,13,1352,487
194,14,1574,495
194,15,1370,484
194,16,1354,581
194,17,1396,629
194,18,1536,559
194,19,1379,603
194,20,1383,675
194,21,1433,703
195,1,1756,803
195,2,1621,737
195,3,1538,651
195,4,1468,598
195,5,1414,571
195,6,1617,466
195,7,1457,370
195,8,1393,437
195,9,1399,493
195,10,1606,458
195,11,1418,349
195,12,1364,441
195,13,1385,513
195,14,1578,493
195,15,1378,491
195,16,1382,585
195,17,1435,618
195,18,1533,561
195,19,1384,614
195,20,1399,686
195,21,1453,704
196,1,1755,809
196,2,1681,702
196,3,1595,606
196,4,1512,554
196,5,1442,544
196,6,1635,453
196,7,1465,367
196,8,1417,436
196,9,1433,486
196,10,1612,459
196,11,1415,380
196,12,1385,470
196,13,1420,526
196,14,1577,498
196,15,1384,508
196,16,1398,594
196,17,1454,617
196,18,1532,560
196,19,1397,617
196,20,1418,682
196,21,1471,695
197,1,1757,800
197,2,1631,724
197,3,1552,633
197,4,1482,571
197,5,1425,543
197,6,1652,448
197,7,1478,372
197,8,1424,449
197,9,1436,505
197,10,1640,447
197,11,1435,369
197,12,1396,465
197,13,1428,528
197,14,1609,483
197,15,1395,479
197,16,1396,578
197,17,1450,616
197,18,1560,545
197,19,1403,609
197,20,1416,682
197,21,1468,700
198,1,1752,798
198,2,1714,674
198,3,1637,562
198,4,1552,492
198,5,1480,471
198,6,1657,437
198,7,1483,338
198,8,1443,420
198,9,1470,478
198,10,1638,451
198,11,1426,371
198,12,1402,466
198,13,1445,521
198,14,1606,493
198,15,1393,478
198,16,1395,570
198,17,1447,604
198,18,1567,555
198,19,1405,600
198,20,1410,669
198,21,1454,693
199,1,1743,791
199,2,1733,640
199,3,1669,522
199,4,1577,448
199,5,1502,414
199,6,1669,428
199,7,1503,323
199,8,1455,396
199,9,1471,453
199,10,1646,448
199,11,1436,372
199,12,1403,460
199,13,1438,513
199,14,1610,495
199,15,1400,469
199,16,1383,554
199,17,1423,595
199,18,1571,561
199,19,1398,571
199,20,1379,632
199,21,1404,665
200,1,1742,791
200,2,1742,629
200,3,1686,511
200,4,1597,436
200,5,1521,405
200,6,1683,425
200,7,1523,309
200,8,1461,370
200,9,1464,426
200,10,1657,446
200,11,1453,362
200,12,1412,439
200,13,1441,493
200,14,1616,493
200,15,1411,452
200,16,1387,528
200,17,1420,572
200,18,1571,558
200,19,1393,542
200,20,1347,585
200,21,1344,612
201,1,1745,793
201,2,1750,628
201,3,1700,507
201,4,1611,432
201,5,1531,407
201,6,1704,423
201,7,1542,293
201,8,1465,337
201,9,1453,392
201,10,1664,455
201,11,1460,364
201,12,1419,433
201,13,1448,482
201,14,1612,509
201,15,1416,446
201,16,1392,512
201,17,1419,553
201,18,1557,580
201,19,1392,515
201,20,1329,533
201,21,1301,544
202,1,1736,782
202,2,1750,616
202,3,1702,493
202,4,1612,421
202,5,1533,400
202,6,1701,417
202,7,1548,285
202,8,1473,319
202,9,1461,377
202,10,1645,462
202,11,1449,381
202,12,1436,452
202,13,1481,492
202,14,1585,529
202,15,1408,451
202,16,1403,508
202,17,1435,543
202,18,1527,606
202,19,1396,525
202,20,1325,505
202,21,1272,485
203,1,1745,798
203,2,1758,632
203,3,1709,508
203,4,1618,446
203,5,1534,437
203,6,1705,424
203,7,1554,284
203,8,1470,306
203,9,1448,363
203,10,1642,466
203,11,1447,386
203,12,1439,461
203,13,1486,504
203,14,1579,530
203,15,1404,456
203,16,1409,513
203,17,1448,547
203,18,1515,608
203,19,1383,529
203,20,1313,502
203,21,1262,473
204,1,1740,815
204,2,1759,651
204,3,1707,517
204,4,1607,429
204,5,1521,406
204,6,1705,435
204,7,1547,297
204,8,1470,317
204,9,1452,370
204,10,1638,476
204,11,1439,400
204,12,1431,471
204,13,1473,511
204,14,1570,539
204,15,1393,465
204,16,1402,522
204,17,1442,556
204,18,1503,616
204,19,1374,527
204,20,1302,494
204,21,1249,460
205,1,1731,827
205,2,1756,659
205,3,1706,529
205,4,1609,455
205,5,1521,444
205,6,1705,446
205,7,1543,305
205,8,1465,324
205,9,1444,376
205,10,1634,490
205,11,1437,409
205,12,1434,483
205,13,1480,524
205,14,1563,556
205,15,1390,473
205,16,1405,531
205,17,1450,565
205,18,1491,633
205,19,1364,535
205,20,1296,494
205,21,1246,454
206,1,1725,837
206,2,1753,671
206,3,1702,538
206,4,1603,464
206,5,1513,453
206,6,1699,457
206,7,1549,315
206,8,1467,308
206,9,1431,339
206,10,1626,502
206,11,1435,410
206,12,1433,477
206,13,1474,521
206,14,1554,568
206,15,1386,478
206,16,1400,531
206,17,1441,566
206,18,1481,643
206,19,1354,540
206,20,1285,494
206,21,1233,449
207,1,1725,841
207,2,1749,681
207,3,1697,548
207,4,1593,475
207,5,1501,460
207,6,1695,470
207,7,1551,322
207,8,1460,296
207,9,1407,310
207,10,1622,517
207,11,1433,418
207,12,1427,483
207,13,1464,522
207,14,1550,582
207,15,1380,478
207,16,1387,530
207,17,1424,567
207,18,1479,652
207,19,1349,552
207,20,1280,502
207,21,1229,455
208,1,1719,844
208,2,1743,683
208,3,1699,542
208,4,1599,456
208,5,1511,424
208,6,1694,475
208,7,1542,329
208,8,1446,286
208,9,1380,268
208,10,1624,519
208,11,1430,412
208,12,1378,440
208,13,1372,463
208,14,1552,580
208,15,1374,462
208,16,1312,461
208,17,1283,464
208,18,1485,651
208,19,1357,555
208,20,1283,510
208,21,1223,468
209,1,1724,840
209,2,1744,674
209,3,1693,533
209,4,1596,452
209,5,1511,420
209,6,1696,464
209,7,1532,330
209,8,1437,279
209,9,1371,243
209,10,1630,511
209,11,1428,400
209,12,1339,401
209,13,1294,398
209,14,1563,573
209,15,1380,461
209,16,1292,438
209,17,1240,415
209,18,1499,647
209,19,1368,554
209,20,1293,511
209,21,1234,470
210,1,1736,837
210,2,1745,675
210,3,1683,538
210,4,1583,454
210,5,1497,418
210,6,1689,451
210,7,1518,331
210,8,1428,273
210,9,1361,225
210,10,1645,492
210,11,1424,407
210,12,1316,398
210,13,1242,384
210,14,1591,550
210,15,1396,456
210,16,1293,425
210,17,1218,395
210,18,1531,621
210,19,1408,553
210,20,1345,512
210,21,1290,467
211,1,1736,828
211,2,1727,674
211,3,1653,547
211,4,1563,469
211,5,1483,439
211,6,1673,448
211,7,1497,333
211,8,1408,276
211,9,1339,217
211,10,1660,473
211,11,1415,398
211,12,1292,394
211,13,1211,386
211,14,1629,520
211,15,1397,447
211,16,1301,454
211,17,1245,451
211,18,1588,578
211,19,1449,512
211,20,1412,509
211,21,1393,502
212,1,1750,838
212,2,1607,718
212,3,1529,609
212,4,1451,560
212,5,1374,524
212,6,1632,467
212,7,1480,359
212,8,1403,298
212,9,1332,234
212,10,1648,489
212,11,1460,394
212,12,1340,370
212,13,1240,352
212,14,1640,546
212,15,1495,416
212,16,1405,359
212,17,1329,302
212,18,1609,619
212,19,1558,541
212,20,1539,488
212,21,1522,432
213,1,1710,840
213,2,1571,788
213,3,1449,674
213,4,1380,596
213,5,1366,519
213,6,1499,519
213,7,1408,478
213,8,1418,555
213,9,1443,605
213,10,1544,495
213,11,1424,443
213,12,1445,554
213,13,1491,637
213,14,1604,485
213,15,1499,375
213,16,1394,319
213,17,1312,264
213,18,1667,494
213,19,1703,371
213,20,1726,276
213,21,1736,184
214,1,1712,835
214,2,1579,819
214,3,1440,712
214,4,1372,618
214,5,1373,525
214,6,1486,539
214,7,1408,449
214,8,1346,396
